step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
226,TRANSFER,1919242.5,C939009097,50307.0,0.0,C981338245,54493.62,1973736.12,0,0
393,CASH_IN,225745.29,C1627438423,11817782.25,12043527.53,C2076005739,325329.62,99584.33,0,0
39,CASH_OUT,82592.0,C1976824256,29719.0,0.0,C920627879,0.0,128525.84,0,0
226,PAYMENT,32620.18,C1658042281,93524.0,60903.82,M1385921635,0.0,0.0,0,0
297,PAYMENT,23517.25,C507462707,121703.0,98185.75,M154655174,0.0,0.0,0,0
375,PAYMENT,23752.8,C1973314168,10186.0,0.0,M1539634706,0.0,0.0,0,0
592,PAYMENT,7397.96,C498246245,0.0,0.0,M894814968,0.0,0.0,0,0
202,PAYMENT,7320.62,C1748088870,0.0,0.0,M449666754,0.0,0.0,0,0
327,TRANSFER,10000000.0,C1626789347,186.0,0.0,C1578801625,48542.89,15179600.55,0,0
346,PAYMENT,14864.13,C874027985,0.0,0.0,M1389713443,0.0,0.0,0,0
180,CASH_OUT,12555.33,C1080246174,238503.0,225947.67,C468652831,263212.6,275767.93,0,0
253,CASH_OUT,299925.94,C615483391,0.0,0.0,C2042515883,1074507.47,1374433.41,0,0
346,CASH_OUT,107559.95,C304708650,0.0,0.0,C827686031,495925.24,603485.2,0,0
404,CASH_OUT,40141.5,C1149497250,235.0,0.0,C63425524,120510.44,160651.95,0,0
212,PAYMENT,16623.75,C981566231,0.0,0.0,M1665228091,0.0,0.0,0,0
351,PAYMENT,25063.51,C1627204491,0.0,0.0,M970438345,0.0,0.0,0,0
423,PAYMENT,2406.97,C801986554,18174.0,15767.03,M214426036,0.0,0.0,0,0
17,CASH_OUT,202698.87,C1534055264,0.0,0.0,C690302339,482464.52,625975.01,0,0
226,PAYMENT,38343.49,C1190178003,0.0,0.0,M1444247102,0.0,0.0,0,0
251,CASH_OUT,157259.24,C406096680,39660.0,0.0,C1849997639,3034493.24,3191752.47,0,0
690,CASH_OUT,157474.29,C311930483,52034.44,0.0,C1887453436,1191183.65,1348657.94,0,0
255,CASH_IN,52508.88,C350749408,10084.0,62592.88,C631040518,538312.57,485803.69,0,0
236,PAYMENT,4832.96,C431766267,109.0,0.0,M1233295813,0.0,0.0,0,0
277,CASH_OUT,339141.56,C102554340,816.0,0.0,C328689174,0.0,339141.56,0,0
358,PAYMENT,9087.33,C2051528976,11667.0,2579.67,M1833294745,0.0,0.0,0,0
34,CASH_IN,16845.36,C1222789208,3075197.28,3092042.64,C2049474020,642921.39,626076.03,0,0
188,CASH_OUT,26493.77,C1889560579,82434.0,55940.23,C1917080239,176659.26,203153.03,0,0
514,PAYMENT,32324.52,C874835008,1462.0,0.0,M557650114,0.0,0.0,0,0
235,PAYMENT,2371.46,C14779502,30610.0,28238.54,M1925001417,0.0,0.0,0,0
13,PAYMENT,3159.07,C872549173,113747.01,110587.94,M284965575,0.0,0.0,0,0
377,PAYMENT,23583.24,C544143969,79570.58,55987.34,M1224843440,0.0,0.0,0,0
305,PAYMENT,6041.91,C425751476,25063.85,19021.93,M2103900838,0.0,0.0,0,0
189,CASH_IN,3515.29,C1410337514,760113.0,763628.29,C1813491125,273661.08,270145.79,0,0
36,PAYMENT,1891.69,C2021095519,0.0,0.0,M423744525,0.0,0.0,0,0
186,CASH_OUT,425582.42,C608611388,0.0,0.0,C491894594,3265059.42,3829385.62,0,0
258,CASH_IN,171206.69,C367088258,5119.0,176325.69,C992479366,0.0,0.0,0,0
249,CASH_IN,239593.49,C1375679718,2251298.69,2490892.18,C1253461000,3974326.51,4904296.71,0,0
36,CASH_OUT,295193.35,C910198934,514002.89,218809.54,C1079088036,7115490.35,7410683.7,0,0
182,PAYMENT,7594.8,C859566381,0.0,0.0,M1308799287,0.0,0.0,0,0
8,PAYMENT,5374.4,C290780231,19591.0,14216.6,M1459227748,0.0,0.0,0,0
336,PAYMENT,16392.57,C1993771683,32531.0,16138.43,M827301228,0.0,0.0,0,0
163,PAYMENT,8388.14,C710289441,37129.0,28740.86,M1270550148,0.0,0.0,0,0
300,CASH_OUT,161732.37,C2113969839,0.0,0.0,C1994974381,171963.12,333695.5,0,0
487,TRANSFER,321307.31,C509024717,321307.31,0.0,C136074678,0.0,0.0,1,0
157,CASH_IN,194257.04,C1858369713,20558.0,214815.04,C1300152506,0.0,0.0,0,0
404,CASH_IN,374673.58,C1698077753,1884001.01,2258674.6,C876045156,434566.0,59892.42,0,0
16,PAYMENT,2278.46,C1655673600,72801.4,70522.94,M1633674074,0.0,0.0,0,0
348,CASH_OUT,196200.4,C1059913481,27588.0,0.0,C1953584173,0.0,196200.4,0,0
230,CASH_IN,89182.36,C1697219380,3868605.35,3957787.71,C40591125,3333446.74,3244264.37,0,0
163,PAYMENT,14036.68,C727126970,105837.0,91800.32,M1722491723,0.0,0.0,0,0
255,CASH_OUT,99377.84,C571804039,35877.0,0.0,C668492132,0.0,99377.84,0,0
255,CASH_OUT,277114.88,C171752339,78651.0,0.0,C2065685180,0.0,277114.88,0,0
371,PAYMENT,16903.73,C1947113476,85520.32,68616.59,M1104961350,0.0,0.0,0,0
98,CASH_OUT,1155819.58,C1889323500,1155819.58,0.0,C846511826,0.0,1155819.58,1,0
211,TRANSFER,179597.03,C1083289695,8091.0,0.0,C1261937319,0.0,179597.03,0,0
13,CASH_OUT,148007.6,C538079164,309608.0,161600.4,C1777381240,107753.0,70581.25,0,0
43,PAYMENT,27634.05,C119618902,146.0,0.0,M2042869800,0.0,0.0,0,0
331,PAYMENT,13748.24,C831087683,49767.0,36018.76,M648304061,0.0,0.0,0,0
232,CASH_OUT,65595.93,C1667711468,0.0,0.0,C920367457,363607.05,429202.99,0,0
326,PAYMENT,3899.34,C657496785,0.0,0.0,M1321411694,0.0,0.0,0,0
239,CASH_IN,124738.65,C1411855456,324842.62,449581.27,C675303631,4429076.27,4304337.62,0,0
352,PAYMENT,3044.87,C877248850,11153.31,8108.44,M575131440,0.0,0.0,0,0
259,PAYMENT,11459.17,C1071750153,31747.0,20287.83,M1407098760,0.0,0.0,0,0
307,CASH_OUT,25318.35,C2002917804,0.0,0.0,C695713069,944368.97,969687.32,0,0
17,CASH_OUT,375210.05,C670823451,11059.0,0.0,C1536541115,0.0,463784.26,0,0
356,PAYMENT,4246.41,C1630852209,0.0,0.0,M1218129558,0.0,0.0,0,0
447,CASH_OUT,219178.49,C1200170938,219178.49,0.0,C1762108679,0.0,219178.49,1,0
282,PAYMENT,10966.54,C274537093,0.0,0.0,M1488269844,0.0,0.0,0,0
394,TRANSFER,2033909.06,C967028500,0.0,0.0,C830767544,7955463.77,9989372.83,0,0
232,CASH_OUT,528310.91,C402169893,0.0,0.0,C1829871179,1703253.52,2231564.42,0,0
178,CASH_OUT,266209.48,C828433010,0.0,0.0,C1475516431,418813.02,685022.51,0,0
352,PAYMENT,14685.79,C1835996774,1930.0,0.0,M543747557,0.0,0.0,0,0
46,PAYMENT,4747.86,C1165652071,12500.0,7752.14,M1081774388,0.0,0.0,0,0
259,CASH_OUT,209901.3,C1056005966,57174.0,0.0,C706686872,350672.19,560573.49,0,0
302,PAYMENT,73194.38,C316692697,0.0,0.0,M1188875669,0.0,0.0,0,0
211,CASH_OUT,90171.34,C1656859781,9025.0,0.0,C463736713,1205344.35,1295515.69,0,0
184,PAYMENT,28290.72,C1476560962,0.0,0.0,M178650113,0.0,0.0,0,0
402,PAYMENT,13472.83,C1806720695,107328.51,93855.68,M381644433,0.0,0.0,0,0
308,PAYMENT,13456.57,C299953901,20648.0,7191.43,M1433341985,0.0,0.0,0,0
162,PAYMENT,23968.54,C1101118499,51236.0,27267.46,M944897750,0.0,0.0,0,0
201,PAYMENT,3765.29,C1304550989,0.0,0.0,M1553749885,0.0,0.0,0,0
234,TRANSFER,53619.58,C212788195,60144.0,6524.42,C1219284498,0.0,53619.58,0,0
284,CASH_OUT,93691.22,C629224169,99853.0,6161.78,C307971441,8161299.41,8254990.63,0,0
37,CASH_OUT,21030.89,C2108296758,0.0,0.0,C1904302799,325909.99,195087.57,0,0
155,CASH_OUT,174451.29,C873100863,0.0,0.0,C1793854209,3914020.74,4088472.03,0,0
46,PAYMENT,2745.7,C2028387963,24521.0,21775.3,M1759299890,0.0,0.0,0,0
286,TRANSFER,240814.13,C575010567,2174.0,0.0,C1220789304,0.0,240814.13,0,0
379,CASH_OUT,121003.55,C2033101020,0.0,0.0,C1188257268,6580187.35,6701190.9,0,0
185,PAYMENT,26638.83,C468962590,113.0,0.0,M1449364947,0.0,0.0,0,0
177,PAYMENT,11126.42,C176316285,21518.0,10391.58,M595309374,0.0,0.0,0,0
374,CASH_IN,8194.84,C738057344,5307044.58,5315239.41,C1061091409,83592.75,75397.92,0,0
375,CASH_IN,21153.33,C804300480,19547672.25,19568825.58,C731550781,291626.69,270473.36,0,0
331,CASH_IN,510294.47,C693585105,3377110.53,3887405.0,C1022999258,3901795.93,3391501.46,0,0
204,PAYMENT,14994.07,C1354826220,185693.6,170699.53,M1030703625,0.0,0.0,0,0
709,TRANSFER,673724.67,C1851142636,49874.0,0.0,C1829975951,209301.76,883026.43,0,0
228,CASH_IN,267719.88,C252864496,609.0,268328.88,C1369614889,0.0,0.0,0,0
323,PAYMENT,38175.5,C1366497076,0.0,0.0,M375160248,0.0,0.0,0,0
34,CASH_IN,72692.29,C855780986,7039363.2,7112055.48,C1113510120,141157.7,68465.41,0,0
14,TRANSFER,164155.43,C1008700043,0.0,0.0,C478480868,1971373.85,1701955.5,0,0
12,PAYMENT,22532.9,C617958160,0.0,0.0,M1266376589,0.0,0.0,0,0
236,PAYMENT,16364.47,C245110430,21906.0,5541.53,M487589588,0.0,0.0,0,0
16,CASH_OUT,103635.55,C116351211,4649.89,0.0,C148794641,3771702.46,3875338.02,0,0
158,CASH_OUT,386432.27,C364024179,0.0,0.0,C683228323,981700.18,1368132.45,0,0
158,CASH_IN,565757.41,C1133702802,801242.87,1367000.28,C852073674,2095874.2,1530116.79,0,0
327,PAYMENT,20047.29,C1076254611,412754.0,392706.71,M785842481,0.0,0.0,0,0
34,CASH_IN,671294.35,C88468697,9209795.58,9881089.93,C678884826,1108592.52,437298.17,0,0
687,PAYMENT,4799.53,C1049404969,148008.0,143208.47,M1980753252,0.0,0.0,0,0
136,CASH_IN,92771.9,C1618131455,203975.0,296746.9,C737813822,0.0,0.0,0,0
138,CASH_OUT,393660.03,C633473745,198.0,0.0,C812562381,468413.87,862073.9,0,0
214,PAYMENT,18278.93,C1170974578,104502.0,86223.07,M72197400,0.0,0.0,0,0
207,CASH_OUT,200272.69,C1507350100,195864.0,0.0,C232376682,261273.82,461546.52,0,0
155,PAYMENT,6998.69,C995779445,12501.43,5502.74,M976994749,0.0,0.0,0,0
378,CASH_IN,349456.85,C682955707,1039330.58,1388787.43,C1806740586,1038361.29,688904.45,0,0
142,CASH_OUT,127130.81,C1851014379,0.0,0.0,C318408117,7669325.33,7796456.15,0,0
212,CASH_IN,94057.62,C403817393,29839.0,123896.62,C2083534529,27610.46,0.0,0,0
589,TRANSFER,500699.32,C720099794,0.0,0.0,C234816600,1668893.35,2169592.67,0,0
185,CASH_OUT,225451.61,C1675729674,366.0,0.0,C111874449,5398483.05,5623934.66,0,0
162,CASH_OUT,22991.08,C579360658,0.0,0.0,C1260403507,469591.55,492582.63,0,0
250,CASH_IN,77504.96,C148490562,1837741.45,1915246.41,C1324512177,3863691.82,3786186.86,0,0
37,PAYMENT,7108.53,C1400935192,0.0,0.0,M902182771,0.0,0.0,0,0
545,CASH_IN,249309.32,C944057195,200.0,249509.32,C150107941,160095.25,0.0,0,0
379,PAYMENT,2395.35,C871966227,0.0,0.0,M2066313004,0.0,0.0,0,0
373,CASH_OUT,98586.39,C1769836849,36649.0,0.0,C320328382,2314478.51,2413064.9,0,0
331,PAYMENT,28203.51,C924919890,158789.0,130585.49,M1762052162,0.0,0.0,0,0
15,CASH_OUT,292388.53,C1004524287,0.0,0.0,C689823546,0.0,292388.53,0,0
380,PAYMENT,3070.92,C211568392,12852.75,9781.82,M1440826570,0.0,0.0,0,0
42,CASH_IN,84391.13,C495428867,3866168.46,3950559.59,C1478076452,1227144.73,691439.95,0,0
41,PAYMENT,818.63,C216445958,696510.39,695691.76,M844473373,0.0,0.0,0,0
332,PAYMENT,2554.82,C159658252,12918.0,10363.18,M422598327,0.0,0.0,0,0
328,CASH_IN,151637.52,C1435060027,3017655.32,3169292.85,C708534836,3917520.6,3765883.07,0,0
9,DEBIT,413.5,C494674818,311647.0,311233.5,C1063608678,551829.54,1292.46,0,0
375,PAYMENT,1204.46,C580770571,69212.0,68007.54,M647889109,0.0,0.0,0,0
163,CASH_IN,107985.6,C769488839,5725518.57,5833504.17,C1922453789,5598627.63,5490642.03,0,0
353,CASH_OUT,164805.0,C1905935686,12662.0,0.0,C1650082802,0.0,164805.0,0,0
44,CASH_OUT,144702.69,C1260992729,0.0,0.0,C1561708811,3903981.72,4048684.41,0,0
258,CASH_IN,23013.42,C583989839,5867631.71,5890645.13,C1838536731,88407.12,65393.69,0,0
233,CASH_OUT,108542.16,C1131672754,0.0,0.0,C1540039359,1642649.57,1751191.74,0,0
397,CASH_IN,437829.08,C1271476751,736.0,438565.08,C311374619,485625.29,47796.21,0,0
401,TRANSFER,365729.56,C364356450,253267.57,0.0,C1405906887,9865691.68,10231421.23,0,0
258,PAYMENT,2000.61,C1695468320,0.0,0.0,M696086096,0.0,0.0,0,0
355,CASH_OUT,142261.92,C675243573,0.0,0.0,C462298253,246042.64,388304.56,0,0
403,CASH_OUT,89547.39,C1365181941,0.0,0.0,C1606849764,264215.01,353762.39,0,0
10,PAYMENT,19562.76,C1454216303,0.0,0.0,M1204608146,0.0,0.0,0,0
133,CASH_OUT,449029.06,C2012325346,0.0,0.0,C626533045,474742.78,971129.39,0,0
524,CASH_IN,50669.63,C47511916,828.0,51497.63,C1838703530,0.0,0.0,0,0
235,CASH_IN,125428.89,C1418629115,9226.0,134654.89,C1460165567,2493897.68,2368468.79,0,0
162,CASH_OUT,298304.72,C1989970942,0.0,0.0,C1490227949,392844.04,691148.76,0,0
299,CASH_IN,19258.83,C449625557,8811912.0,8831170.83,C1104694624,288077.69,268818.85,0,0
138,PAYMENT,11346.11,C5715223,20898.0,9551.89,M1306900493,0.0,0.0,0,0
36,CASH_OUT,97189.12,C2000260585,1179.0,0.0,C425662328,132670.64,229859.76,0,0
21,PAYMENT,17760.88,C1502214920,30945.0,13184.12,M1807588981,0.0,0.0,0,0
236,CASH_IN,126278.3,C667787523,16794368.8,16920647.1,C1459948733,757858.85,631580.55,0,0
298,CASH_IN,112675.7,C1370557352,7654.0,120329.7,C1693177571,3514529.23,3401853.53,0,0
235,CASH_OUT,241461.94,C442641852,0.0,0.0,C1543745735,2884395.95,3125857.89,0,0
236,PAYMENT,20497.49,C15631602,6059.0,0.0,M826443361,0.0,0.0,0,0
404,CASH_OUT,53403.54,C424139656,21119.0,0.0,C1772024755,0.0,53403.54,0,0
205,PAYMENT,5653.3,C1628809480,145118.0,139464.7,M867885224,0.0,0.0,0,0
42,PAYMENT,30739.23,C769212954,188814.76,158075.53,M718020849,0.0,0.0,0,0
164,CASH_OUT,50297.71,C2091648830,3147.0,0.0,C40535956,859516.68,909814.39,0,0
305,CASH_IN,154840.7,C614202628,7575733.36,7730574.06,C656543405,2160522.21,2005681.51,0,0
587,CASH_IN,93395.53,C13402858,7972523.29,8065918.82,C22396990,851959.99,758564.46,0,0
20,CASH_OUT,308526.0,C527474947,0.0,0.0,C690227788,2092381.59,2400907.6,0,0
16,CASH_OUT,36007.88,C1712734216,0.0,0.0,C257120108,2243150.48,2279158.36,0,0
187,PAYMENT,9222.26,C1038819347,43198.54,33976.28,M1382190432,0.0,0.0,0,0
162,PAYMENT,6218.15,C1441169675,0.0,0.0,M238632418,0.0,0.0,0,0
33,PAYMENT,5342.67,C1017596896,121972.0,116629.33,M1878334838,0.0,0.0,0,0
119,CASH_IN,332703.7,C1676966349,1618311.16,1951014.86,C545244157,495947.11,163243.41,0,0
259,CASH_IN,2891.72,C867462486,2278128.85,2281020.57,C1083245096,102725.33,99833.62,0,0
283,PAYMENT,2010.79,C1237072493,296180.86,294170.07,M522549611,0.0,0.0,0,0
289,PAYMENT,4485.79,C1988942709,863.0,0.0,M1116460427,0.0,0.0,0,0
205,PAYMENT,19479.87,C2141321764,245716.13,226236.26,M1720768324,0.0,0.0,0,0
250,CASH_IN,43536.26,C1385085925,3841848.41,3885384.67,C1562161869,584074.58,540538.32,0,0
251,CASH_OUT,144772.73,C2094766225,69854.0,0.0,C901974436,512179.08,656951.81,0,0
329,CASH_OUT,270341.31,C1751122703,1181.0,0.0,C2051454828,646818.82,917160.13,0,0
229,CASH_OUT,107472.6,C2019675412,0.0,0.0,C1434744362,335299.09,422600.65,0,0
371,PAYMENT,199.89,C1574214981,99959.0,99759.11,M1312662898,0.0,0.0,0,0
354,CASH_IN,487599.11,C728241138,1280817.56,1768416.68,C1481933174,2576511.24,2088912.13,0,0
252,TRANSFER,705540.16,C1560298242,0.0,0.0,C954194129,3593124.29,4298664.45,0,0
237,CASH_IN,151909.57,C509268578,11370.0,163279.57,C528704562,92675.55,0.0,0,0
656,CASH_OUT,185443.46,C1141069931,0.0,0.0,C1909090001,539995.01,725438.46,0,0
354,CASH_OUT,196661.97,C1789658096,5021.0,0.0,C893770248,0.0,196661.97,0,0
352,CASH_OUT,352037.84,C991426178,22030.0,0.0,C1777527246,0.0,352037.84,0,0
469,PAYMENT,28741.6,C1612232536,0.0,0.0,M1740020759,0.0,0.0,0,0
157,CASH_IN,132811.99,C619942798,5014605.58,5147417.56,C812702732,7097826.05,6965014.06,0,0
238,CASH_IN,220223.98,C370890868,10985.0,231208.98,C208713156,5108.74,0.0,0,0
321,PAYMENT,32343.33,C724321364,1700.93,0.0,M1705358679,0.0,0.0,0,0
397,CASH_IN,100191.05,C1274738401,484494.68,584685.73,C92869161,1429491.16,1329300.11,0,0
332,CASH_OUT,116974.75,C186397763,0.0,0.0,C1586724699,2943746.1,3060720.85,0,0
202,CASH_IN,77009.68,C73054585,1613272.86,1690282.54,C545264414,1528170.87,1451161.19,0,0
44,CASH_OUT,36139.36,C1550816380,51992.0,15852.64,C991901078,185650.73,221790.09,0,0
231,PAYMENT,14806.79,C1229529929,31881.0,17074.21,M1719782597,0.0,0.0,0,0
187,CASH_OUT,165396.12,C995313216,30115.0,0.0,C1923633483,0.0,165396.12,0,0
158,CASH_IN,387241.4,C786478560,1550294.49,1937535.89,C151146868,1546831.15,1159589.75,0,0
405,CASH_IN,111331.38,C1015002195,1372027.64,1483359.02,C619280527,267748.3,156416.92,0,0
153,PAYMENT,16317.92,C1060179776,113.0,0.0,M489497790,0.0,0.0,0,0
308,TRANSFER,1246079.98,C2099398999,0.0,0.0,C1290808692,1318284.99,2564364.97,0,0
308,CASH_IN,121920.57,C2045940747,6692667.79,6814588.36,C82373183,1562453.77,1440533.2,0,0
260,CASH_OUT,45180.58,C695326318,122.0,0.0,C2056846888,0.0,45180.58,0,0
566,CASH_IN,14928.09,C196295369,6420546.27,6435474.37,C812335918,1120383.72,1105455.63,0,0
325,CASH_IN,367620.6,C424876088,1601317.12,1968937.72,C346498191,1545506.23,1177885.63,0,0
351,PAYMENT,7320.76,C224912672,105515.0,98194.24,M183389960,0.0,0.0,0,0
254,TRANSFER,1059884.83,C1735737163,198942.0,0.0,C218080048,47010.89,1106895.72,0,0
305,PAYMENT,6363.78,C1709870111,730.76,0.0,M220225092,0.0,0.0,0,0
38,CASH_OUT,870956.13,C1061957093,0.0,0.0,C129852311,3335912.03,4206868.17,0,0
687,CASH_OUT,349149.08,C714079416,25212.0,0.0,C1262414993,0.0,349149.08,0,0
375,PAYMENT,5172.16,C1672312601,234208.66,229036.5,M1893897097,0.0,0.0,0,0
18,CASH_OUT,361504.39,C767038299,191628.23,0.0,C1282693605,908238.22,1348687.47,0,0
306,PAYMENT,28845.62,C375679417,0.0,0.0,M1328069007,0.0,0.0,0,0
326,CASH_IN,472815.2,C135789687,1493852.73,1966667.93,C1817329061,3021653.64,2548838.44,0,0
372,PAYMENT,1448.94,C195190798,326670.35,325221.41,M1705275722,0.0,0.0,0,0
259,CASH_OUT,141850.67,C1445411126,438387.0,296536.33,C1484220647,3664366.2,3806216.88,0,0
138,CASH_IN,203405.59,C1030894255,3673671.57,3877077.16,C693711958,235856.2,32450.61,0,0
136,CASH_IN,608.42,C972610636,206371.59,206980.01,C787978596,1331875.95,1450267.5,0,0
253,CASH_IN,37007.43,C1631521206,1349483.38,1386490.81,C289921841,1257072.57,1220065.13,0,0
232,CASH_OUT,193061.81,C1654945092,150565.0,0.0,C1487615485,0.0,193061.81,0,0
380,PAYMENT,1516.49,C1703972782,0.0,0.0,M174839799,0.0,0.0,0,0
281,CASH_OUT,187511.82,C216534086,200627.0,13115.18,C1179178232,0.0,187511.82,0,0
13,CASH_IN,61804.89,C69156878,10261.0,72065.89,C1577393201,82390.0,20585.11,0,0
131,PAYMENT,3600.31,C1720674593,7568.57,3968.27,M743227554,0.0,0.0,0,0
186,CASH_IN,128365.94,C223475485,207782.0,336147.94,C1855775603,0.0,0.0,0,0
346,CASH_OUT,112870.25,C1269922715,249082.0,136211.75,C695943725,0.0,112870.25,0,0
309,PAYMENT,16921.45,C1412525787,10374.0,0.0,M851077795,0.0,0.0,0,0
299,CASH_IN,201445.64,C386046126,26382049.14,26583494.78,C1492679376,2631232.89,2429787.25,0,0
34,CASH_OUT,287983.59,C1528131414,12113.0,0.0,C678810758,1010437.76,1298421.35,0,0
326,PAYMENT,5037.37,C1926010826,100447.0,95409.63,M1204833423,0.0,0.0,0,0
396,PAYMENT,14869.62,C94294323,365502.88,350633.27,M1659015246,0.0,0.0,0,0
259,CASH_OUT,212768.12,C1916087127,0.0,0.0,C120346075,349040.93,561809.05,0,0
324,CASH_OUT,229784.39,C1379722382,0.0,0.0,C1058664855,2842043.5,3071827.9,0,0
17,CASH_OUT,164339.82,C2139298581,104900.91,0.0,C739527119,887646.58,1051986.4,0,0
228,PAYMENT,9517.03,C703574756,0.0,0.0,M1648789864,0.0,0.0,0,0
18,PAYMENT,3785.85,C439931429,0.0,0.0,M215629126,0.0,0.0,0,0
36,PAYMENT,5426.01,C1103275178,9068.0,3641.99,M2026885616,0.0,0.0,0,0
130,TRANSFER,358170.59,C1661788063,159.0,0.0,C1610191594,732907.35,1091077.94,0,0
234,PAYMENT,56597.2,C1898407336,11431.0,0.0,M1145876789,0.0,0.0,0,0
297,CASH_OUT,216554.36,C1428118865,6310.0,0.0,C1051300325,59418.44,275972.8,0,0
131,CASH_OUT,210331.81,C1668943126,0.0,0.0,C2089997746,382980.47,562556.65,0,0
227,PAYMENT,2384.86,C1213231619,3430.92,1046.07,M213716281,0.0,0.0,0,0
403,PAYMENT,16544.9,C1128103976,136.0,0.0,M179260081,0.0,0.0,0,0
333,PAYMENT,4225.92,C1306852062,2163.0,0.0,M1755223459,0.0,0.0,0,0
381,CASH_IN,192140.09,C106540583,0.0,192140.09,C495282295,326470.38,134330.29,0,0
140,CASH_OUT,161298.33,C685641326,166007.02,4708.69,C612337455,0.0,161298.33,0,0
129,PAYMENT,7958.19,C978656907,132680.0,124721.81,M1491161922,0.0,0.0,0,0
214,TRANSFER,2582313.07,C1051284660,2582313.07,0.0,C1793602231,0.0,0.0,1,0
380,CASH_IN,39177.79,C1420539183,30502.0,69679.79,C715740927,0.0,0.0,0,0
136,CASH_OUT,586360.96,C1547975491,0.0,0.0,C257411744,3329893.64,3857746.78,0,0
574,CASH_IN,36785.26,C1625751935,7272345.15,7309130.41,C1810613624,247930.73,211145.47,0,0
130,PAYMENT,3235.02,C1184872423,0.0,0.0,M1429911181,0.0,0.0,0,0
135,CASH_IN,152768.26,C1566372281,103133.0,255901.26,C664342764,2254867.98,2102099.72,0,0
302,PAYMENT,29282.14,C2055368692,101707.0,72424.86,M57401733,0.0,0.0,0,0
278,PAYMENT,12640.7,C1079138588,258756.72,246116.02,M222861437,0.0,0.0,0,0
694,TRANSFER,494613.25,C1384467612,0.0,0.0,C1298762990,3360288.36,3854901.61,0,0
43,CASH_OUT,25416.45,C1820261408,0.0,0.0,C672285686,2118707.0,2144123.45,0,0
664,CASH_OUT,257230.02,C790289940,15569.0,0.0,C763272585,171465.77,428695.79,0,0
250,CASH_OUT,149969.6,C1001528194,760.06,0.0,C1194758510,858808.42,1008778.02,0,0
614,CASH_IN,31087.2,C778771764,420.0,31507.2,C1913564743,16456008.3,16424921.1,0,0
17,CASH_OUT,253465.82,C660616101,0.0,0.0,C587644456,347968.04,601433.86,0,0
325,CASH_IN,111989.43,C2063257798,6381169.95,6493159.38,C669923698,1444970.47,1332981.04,0,0
44,CASH_OUT,100350.58,C238175017,0.0,0.0,C732806003,1820140.96,1920491.54,0,0
522,CASH_OUT,46420.85,C2116089086,43831.0,0.0,C31352535,1084087.35,1130508.2,0,0
406,PAYMENT,13846.21,C694771581,0.0,0.0,M967248969,0.0,0.0,0,0
155,CASH_OUT,80378.47,C1285850011,0.0,0.0,C601086822,547837.17,628215.64,0,0
185,CASH_OUT,159513.55,C751970991,21234.0,0.0,C1750349414,406089.2,565602.74,0,0
225,PAYMENT,52892.81,C570071346,30964.0,0.0,M890046991,0.0,0.0,0,0
17,CASH_OUT,282169.99,C883669659,0.0,0.0,C1330557157,2421544.61,2703714.6,0,0
346,CASH_IN,63193.43,C1644295404,2407510.98,2470704.41,C2031447788,140198.19,77004.76,0,0
350,PAYMENT,6916.84,C1332117295,204124.46,197207.63,M621538075,0.0,0.0,0,0
34,CASH_IN,84960.1,C431585600,281405.59,366365.68,C1417501405,107051.96,22091.86,0,0
283,PAYMENT,3434.2,C710360731,60623.87,57189.66,M24606089,0.0,0.0,0,0
132,CASH_IN,27487.03,C1360685088,19990150.48,20017637.51,C510633797,104975.32,46478.97,0,0
404,PAYMENT,1205.04,C1129644473,64974.0,63768.96,M1283686516,0.0,0.0,0,0
160,PAYMENT,5342.87,C117847851,0.0,0.0,M851012561,0.0,0.0,0,0
14,PAYMENT,17623.43,C1006155932,35231.0,17607.57,M845464089,0.0,0.0,0,0
305,PAYMENT,12995.77,C686268411,0.0,0.0,M62321529,0.0,0.0,0,0
18,CASH_IN,137341.99,C7941661,28664051.14,28801393.13,C1247051677,2976223.74,2838881.75,0,0
349,CASH_IN,86408.89,C1675462928,1665812.47,1752221.36,C1402452777,201242.78,114833.89,0,0
18,CASH_OUT,74611.14,C993128036,101771.0,27159.86,C1225309817,2347434.69,2422045.82,0,0
40,CASH_OUT,197057.46,C1775959137,0.0,0.0,C425339792,4978214.07,5175271.53,0,0
351,CASH_OUT,58689.15,C1962285910,11313.0,0.0,C487681484,610025.15,668714.3,0,0
506,CASH_OUT,575082.97,C307372020,575082.97,0.0,C1513349035,0.0,575082.97,1,0
202,CASH_OUT,152392.98,C637781867,0.0,0.0,C2079550725,267299.26,419692.24,0,0
550,CASH_IN,225140.23,C2014949362,2496191.93,2721332.15,C349261636,5841720.77,5616580.54,0,0
282,CASH_OUT,146328.49,C775875985,0.0,0.0,C190463037,2463523.06,2609851.55,0,0
12,CASH_OUT,293593.57,C950381096,465032.51,171438.94,C273789858,959597.07,4052534.49,0,0
380,TRANSFER,79823.54,C231356444,0.0,0.0,C172969795,539943.42,619766.96,0,0
375,CASH_OUT,227979.74,C576005832,0.0,0.0,C778399019,318059.37,546039.11,0,0
348,PAYMENT,5347.16,C988146841,1251.0,0.0,M306762790,0.0,0.0,0,0
332,CASH_OUT,201918.52,C891698706,40608.0,0.0,C150124745,857130.45,1059048.97,0,0
